RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
4328,15581811,Chukwubuikem,678,Germany,Female,30,1,"$139,677",2,0,1,"$16,146",0
4329,15622527,Holloway,581,France,Female,55,6,$0,1,1,1,"$22,442",0
4330,15753362,Evdokimov,748,Spain,Male,60,3,$0,2,1,1,"$78,194",0
4331,15666652,Anayolisa,781,France,Female,19,3,$0,2,1,1,"$124,297",0
4332,15789714,Semmens,691,Spain,Male,21,3,"$103,001",1,1,1,"$104,649",0
4333,15771543,Tu,507,Germany,Male,31,2,"$134,237",1,1,1,"$166,424",1
4334,15748327,Anderson,724,Germany,Male,34,6,"$118,236",2,0,0,"$157,137",0
4335,15754649,Fang,705,Spain,Female,57,3,$0,2,1,1,"$34,134",0
4336,15810460,Fanucci,708,Spain,Female,64,5,$0,3,0,1,"$112,520",1
4337,15771742,Boyle,580,Germany,Male,38,9,"$115,442",2,1,0,"$128,482",1
4338,15642160,Milanesi,850,France,Male,38,5,$0,2,1,0,"$16,492",0
4339,15798439,Davidson,714,Spain,Male,25,2,$0,1,1,1,"$132,979",0
4340,15605293,McKay,559,France,Female,43,1,$0,2,1,1,"$196,646",0
4341,15692631,Bogdanova,577,Spain,Female,44,8,"$115,557",1,0,1,"$127,507",0
4342,15665376,Lavrentiev,647,Germany,Female,35,3,"$166,519",2,1,0,"$147,930",0
4343,15772412,Corser,554,Spain,Male,30,6,"$135,370",1,1,1,"$179,689",1
4344,15654577,Alexeeva,549,Germany,Male,54,5,"$92,877",1,1,0,"$2,620",1
4345,15585427,Madueke,528,France,Female,26,10,"$102,074",2,0,0,"$166,800",0
4346,15584536,Barber,720,Germany,Male,46,3,"$97,043",1,1,1,"$133,517",1
4347,15585853,McCardle,743,Spain,Male,41,7,$0,1,1,0,"$163,736",1
4348,15645271,Radcliffe-Brown,615,Germany,Male,24,8,"$108,528",2,0,0,"$179,488",1
4349,15579387,Ni,635,Germany,Female,44,2,"$79,065",2,0,1,"$113,292",0
4350,15623107,Chukwumaobim,686,Spain,Male,45,3,"$74,275",3,1,0,"$64,907",1
4351,15754072,Dennis,840,Spain,Female,36,6,$0,2,1,0,"$141,364",0
4352,15666163,Hayward,695,France,Male,43,1,"$100,421",1,1,1,"$101,141",0
4353,15765192,Jones,564,France,Male,26,7,"$84,007",2,0,0,"$183,491",0
4354,15804822,L?,805,France,Female,31,4,$0,2,1,0,"$4,798",0
4355,15612893,Nelson,558,Spain,Male,45,4,$0,1,1,0,"$131,807",0
4356,15593636,Cardus,657,France,Female,39,4,"$80,294",1,1,0,"$97,193",0
4357,15693326,Whitehouse,641,France,Female,42,7,"$125,437",2,0,0,"$164,129",0
4358,15809901,Johnstone,755,France,Male,36,8,$0,2,1,0,"$176,810",0
4359,15759751,Tsui,483,France,Male,48,1,$0,2,1,1,"$110,059",0
4360,15605425,Chia,545,Germany,Female,44,2,"$127,536",1,1,0,"$108,399",0
4361,15801934,Su,678,France,Male,66,8,$0,2,1,1,"$47,117",0
4362,15592000,Calabresi,781,Germany,Female,48,9,"$82,794",1,1,0,"$124,721",1
4363,15618695,Ts'ui,571,Spain,Female,22,3,"$108,117",1,0,1,"$53,329",0
4364,15637110,McCulloch,634,Spain,Female,35,10,$0,1,1,0,"$82,634",0
4365,15727408,Koo,523,Germany,Male,27,8,"$61,689",2,1,0,"$147,059",0
4366,15716328,Miller,501,France,Female,40,2,$0,2,0,0,"$141,947",0
4367,15669060,Woolnough,662,France,Male,74,6,$0,2,1,0,"$123,584",0
4368,15675854,Douglas,573,Spain,Male,50,0,"$159,304",1,0,1,"$155,915",1
4369,15621116,Fang,648,Germany,Male,33,5,"$138,664",1,1,0,"$29,076",0
4370,15781495,Munro,662,France,Female,22,2,"$126,363",2,1,1,"$97,383",0
4371,15740470,Vinogradov,725,France,Male,39,4,"$160,652",2,1,0,"$57,644",0
4372,15714391,Lai,563,France,Female,35,2,"$183,573",1,1,1,"$66,007",1
4373,15730137,Udegbulam,628,France,Male,31,0,"$88,422",1,0,0,"$72,350",0
4374,15596455,Mao,546,Spain,Female,45,2,$0,1,0,0,"$197,790",1
4375,15717290,Onyekaozulu,688,Germany,Male,41,2,"$112,871",2,0,1,"$65,521",0
4376,15616555,Fu,850,Germany,Male,41,8,"$60,881",1,1,0,"$31,826",0
4377,15659820,Cross,614,France,Female,34,5,$0,2,1,0,"$185,562",0
4378,15696301,Snider,719,France,Female,37,9,"$101,456",1,1,0,"$25,804",1
4379,15771087,Harrison,757,France,Female,71,0,"$88,084",2,1,1,"$154,337",0
4380,15808831,Dale,669,France,Male,29,7,$0,2,1,1,"$138,146",0
4381,15812241,Udinese,438,Germany,Male,59,7,"$127,197",1,1,0,"$51,566",1
4382,15680370,DeRose,492,France,Male,39,7,$0,2,0,1,"$71,323",0
4383,15780561,Hay,622,France,Female,39,9,"$83,457",2,0,0,"$38,882",0
4384,15800784,Bruce,645,France,Male,42,4,"$98,298",1,1,1,$676,0
4385,15715796,Romani,728,France,Male,37,0,$0,2,1,1,"$72,204",0
4386,15605375,Tseng,651,France,Male,35,2,"$86,912",1,1,0,"$174,094",0
4387,15621520,Tang,783,Germany,Female,42,2,"$139,707",1,1,0,"$2,150",0
4388,15665460,Isayeva,732,Spain,Female,67,1,$0,2,1,1,"$177,783",0
4389,15801152,Hill,553,Spain,Female,39,1,"$142,877",2,1,0,"$44,363",0
4390,15756425,Barnes,660,France,Male,30,7,"$146,301",1,0,0,"$96,848",0
4391,15674328,Moreno,670,France,Female,40,3,"$47,364",1,1,1,"$148,579",1
4392,15742404,McGregor,718,France,Male,38,7,$0,2,1,0,"$38,308",0
4393,15757140,Genovese,787,France,Male,51,0,"$58,137",1,0,1,"$142,538",0
4394,15570051,Gill,775,Germany,Female,38,6,"$179,886",2,0,0,"$153,123",0
4395,15669175,Ts'ai,479,Germany,Male,24,6,"$107,638",2,0,1,"$169,506",0
4396,15790324,Green,660,France,Female,20,6,"$167,686",1,1,0,"$57,930",0
4397,15691119,Martin,721,Germany,Male,68,4,"$136,526",1,0,0,"$175,399",0
4398,15743478,Johnson,659,Germany,Male,39,8,"$52,106",2,1,1,"$107,964",0
4399,15707007,Onio,743,France,Female,39,8,$0,1,1,0,"$94,263",0
4400,15572547,Vaguine,670,France,Female,45,9,"$104,930",1,1,0,"$155,922",1
4401,15567063,Manna,766,Germany,Female,34,6,"$106,435",1,0,1,"$137,996",1
4402,15689633,Toomey,845,Spain,Female,38,2,"$112,804",1,1,0,"$179,632",0
4403,15720637,Bell,710,Germany,Female,46,10,"$120,530",1,1,0,"$166,587",1
4404,15616859,Bonwick,602,Germany,Female,43,2,"$113,641",4,1,0,"$115,116",1
4405,15766166,Folliero,604,Spain,Male,43,2,"$145,082",1,1,1,"$23,882",0
4406,15617655,Holt,564,Spain,Female,35,9,$0,2,1,1,"$105,837",0
4407,15623450,Brown,637,Germany,Female,27,7,"$135,843",1,1,1,"$101,418",0
4408,15796612,Ch'ang,527,France,Female,31,1,"$112,203",1,1,0,"$182,266",0
4409,15795963,Fiorentini,687,France,Male,34,7,"$129,895",1,0,1,"$28,698",0
4410,15781598,Middleton,756,Germany,Male,41,6,"$149,050",1,0,1,"$50,422",1
4411,15691871,Millar,503,Germany,Male,42,9,"$153,279",1,1,1,"$151,337",0
4412,15740345,Osborne,657,Spain,Male,42,5,"$41,473",1,1,0,"$112,980",1
4413,15662626,Feng,666,France,Female,40,2,$0,2,0,0,"$36,371",0
4414,15596575,Vale,615,Germany,Male,39,5,"$113,194",2,1,1,"$52,166",0
4415,15657321,Arkwookerum,712,Germany,Male,27,8,"$113,174",2,1,0,"$147,262",0
4416,15575955,Lujan,764,France,Female,24,0,$0,2,1,0,"$88,724",0
4417,15743893,Alexeyeva,471,France,Male,42,3,"$164,952",1,1,0,"$190,532",0
4418,15697270,Gannon,608,Spain,Male,27,4,"$153,325",1,1,1,"$199,953",0
4419,15644356,Prokhorova,682,Spain,Female,47,10,"$134,032",1,1,0,"$144,291",0
4420,15677586,Romero,587,Germany,Female,32,3,"$125,445",2,1,1,"$130,515",0
4421,15571261,Toscani,714,Germany,Female,35,6,"$126,077",2,1,1,"$53,954",0
4422,15698758,Onwuamaegbu,630,Spain,Female,31,1,$0,2,1,1,"$169,803",0
4423,15787014,King,648,Germany,Female,28,8,"$90,371",1,1,1,"$146,852",0
4424,15739857,Trentino,785,France,Female,40,3,$0,2,1,1,"$96,833",0
4425,15774630,Peacock,601,Germany,Female,47,1,"$142,802",1,1,1,"$57,553",0
4426,15805523,Nnaife,717,France,Female,28,1,"$90,537",1,0,1,"$74,801",0
4427,15749557,Chao,707,France,Female,44,6,$0,2,1,1,"$192,542",0
4428,15681180,Barese,771,France,Female,23,7,"$156,124",1,1,0,"$72,991",0
4429,15742028,Udegbulam,602,France,Female,35,5,$0,2,1,0,"$31,050",0
4430,15686463,Fu,626,France,Male,38,7,"$141,075",1,1,0,"$52,796",1
4431,15654379,Onwuatuegwu,588,Spain,Male,59,4,$0,2,1,1,"$27,435",0
4432,15783629,Degtyaryov,616,Germany,Female,42,6,"$117,900",2,0,0,"$150,267",0
4433,15751193,Nnaemeka,621,Spain,Male,33,4,$0,2,1,1,"$40,299",0
4434,15724099,Udinese,674,France,Male,26,6,"$166,258",1,1,1,"$149,369",0
4435,15568429,Mitchell,633,Spain,Female,46,3,$0,2,1,0,"$120,251",0
4436,15648967,Ch'en,698,Germany,Female,64,1,"$169,362",1,1,0,"$84,760",1
4437,15664498,Golovanov,508,France,Male,26,7,"$205,962",1,1,0,"$156,424",0
4438,15779522,Efimov,736,France,Female,24,0,$0,2,1,0,"$109,356",1
4439,15583850,Davidson,672,Germany,Male,68,0,"$126,062",2,1,1,"$184,937",0
4440,15696539,Wade,613,France,Female,21,7,"$105,628",1,1,1,"$36,561",0
4441,15760121,Maynard,712,France,Male,32,9,"$100,606",1,1,0,"$165,693",0
4442,15628279,Murphy,624,France,Female,38,3,$0,2,1,1,"$163,667",0
4443,15766163,Zotova,676,France,Male,38,1,$0,2,0,1,"$35,645",0
4444,15566467,Hannah,683,Germany,Female,32,0,"$138,171",2,1,1,"$188,204",0
4445,15639049,Cartagena,489,France,Female,31,7,"$139,395",1,0,1,"$6,121",0
4446,15736413,Hall,739,France,Male,29,1,$0,2,1,1,"$164,485",0
4447,15634815,Hunt,701,France,Female,37,3,$0,2,1,1,"$164,268",0
4448,15716381,Greece,666,Germany,Female,50,7,"$109,062",1,1,1,"$140,136",1
4449,15708162,Thomson,565,Germany,Female,40,1,"$89,995",2,0,1,"$121,084",0
4450,15569364,Victor,666,France,Male,36,3,$0,2,1,0,"$35,157",0
4451,15791191,Mitchell,633,France,Male,59,2,"$103,997",1,1,1,"$103,159",0
4452,15621205,Olisaemeka,578,France,Male,34,4,"$175,111",1,1,1,"$74,858",0
4453,15704788,Krawczyk,812,Spain,Female,49,8,"$66,079",2,0,0,"$91,557",1
4454,15775756,Alexandrova,809,Germany,Male,33,8,"$148,056",1,0,0,"$199,203",0
4455,15641312,Paterson,615,France,Male,36,6,$0,1,1,1,"$27,012",1
4456,15782531,Chou,684,Spain,Female,31,8,$0,2,1,0,"$188,637",0
4457,15724428,Abel,544,France,Male,40,8,$0,2,1,0,"$61,581",0
4458,15743617,Chesnokova,713,Germany,Male,47,1,"$95,995",1,1,0,"$197,529",0
4459,15585839,Niu,633,France,Male,37,2,$0,2,1,0,"$182,258",0
4460,15658158,Sullivan,672,Germany,Female,23,10,"$110,742",1,1,0,"$80,779",0
4461,15637678,Ma,661,France,Male,35,5,$0,1,1,0,"$155,395",0
4462,15701809,Cavill,749,Spain,Female,28,3,$0,1,1,0,"$3,409",0
4463,15676937,Nicholls,635,Spain,Female,32,8,$0,2,1,1,"$19,368",1
4464,15778975,Nnonso,850,Germany,Female,70,1,"$96,948",3,1,0,"$62,283",1
4465,15710375,Gibson,641,France,Male,41,6,$0,2,1,0,"$65,397",0
4466,15579914,Garcia,633,Germany,Male,30,2,"$109,787",2,1,1,"$139,713",0
4467,15595160,Renwick,413,Spain,Male,35,2,$0,2,1,1,"$60,973",0
4468,15595391,Norris,538,France,Male,31,1,$0,2,1,0,"$1,375",0
4469,15630363,Nkemakonam,437,France,Female,39,0,"$102,721",1,0,0,"$22,192",0
4470,15692443,Piccio,612,Spain,Male,33,5,"$69,479",1,1,0,"$8,974",1
4471,15593795,Linton,516,Germany,Female,53,1,"$156,674",1,1,0,"$118,502",1
4472,15642824,Onyekaozulu,826,Spain,Female,56,8,"$174,506",2,0,1,"$161,803",1
4473,15683524,Tobenna,660,Germany,Female,23,6,"$166,070",2,0,0,"$90,495",0
4474,15713532,Wang,646,Germany,Female,29,4,"$105,957",1,1,0,"$15,471",0
4475,15719827,O'Donnell,767,France,Male,36,3,$0,1,0,0,"$65,147",0
4476,15578435,Langlands,640,France,Male,40,8,"$110,341",1,1,1,"$157,887",0
4477,15723028,Smith,778,France,Male,33,1,$0,2,1,0,"$85,440",0
4478,15595609,Sykes,679,Germany,Male,52,9,"$135,870",2,0,0,"$54,039",0
4479,15622443,Marshall,549,France,Male,31,4,$0,2,0,1,"$25,685",0
4480,15579112,Gibson,598,France,Male,47,2,$0,2,1,1,"$186,117",0
4481,15648479,Stephenson,655,France,Female,45,0,$0,2,1,0,"$166,831",0
4482,15659234,Y?,494,France,Male,30,3,"$85,705",1,0,1,"$27,886",0
4483,15811970,Kang,653,France,Female,42,1,$0,2,1,1,"$5,768",0
4484,15774192,Miller,539,Germany,Female,38,8,"$105,436",1,0,0,"$80,575",1
4485,15595136,Kryukov,645,France,Female,37,1,$0,2,1,1,"$68,988",0
4486,15630580,Y?,751,Germany,Male,34,9,"$108,513",2,1,1,"$27,098",0
4487,15660646,Fanucci,528,France,Male,35,3,"$156,687",1,1,0,"$199,321",0
4488,15614365,Lombardi,696,Germany,Male,31,3,"$150,605",1,0,0,"$5,567",0
4489,15776128,Hs?,716,France,Female,44,6,"$155,115",1,0,0,"$133,872",0
4490,15787035,Anderson,602,France,Female,35,8,$0,2,1,1,"$152,844",0
4491,15792646,Trentino,647,Spain,Female,64,1,"$91,216",1,1,1,"$41,800",0
4492,15726832,Donnelly,850,Germany,Male,61,3,"$141,784",1,1,1,"$92,054",0
4493,15773260,Tsou,590,France,Female,32,0,"$127,763",1,1,0,"$100,718",0
4494,15624437,Johnson,825,Spain,Female,32,1,$0,2,1,1,"$42,935",0
4495,15717138,Watson,850,Spain,Male,31,6,"$82,614",2,1,0,"$149,171",0
4496,15657317,Allan,789,France,Female,32,7,"$69,424",1,1,0,"$107,499",0
4497,15626948,Butcher,701,France,Female,42,6,"$86,168",1,1,0,"$153,342",0
4498,15758901,Henderson,713,Spain,Female,47,1,$0,1,1,0,"$107,825",1
4499,15777759,Boucaut,570,France,Male,30,2,"$131,407",1,1,1,"$47,952",0
4500,15773322,Obiajulu,536,Germany,Female,44,4,"$121,899",1,0,0,"$131,007",0
4501,15697318,Ifeatu,771,Germany,Male,32,9,"$77,487",1,0,0,"$33,143",0
4502,15678916,Kelly,512,France,Female,75,2,$0,1,1,0,"$123,305",0
4503,15632118,Pirozzi,698,Spain,Male,45,5,"$164,451",1,1,0,"$141,970",1
4504,15788118,Siciliano,656,France,Male,33,7,"$138,705",2,1,0,"$37,136",0
4505,15788930,Silva,761,Spain,Male,37,7,"$132,730",1,1,0,"$199,293",0
4506,15628583,Iweobiegbunam,709,France,Female,30,5,$0,2,0,1,"$161,388",0
4507,15635177,Williamson,597,Spain,Female,66,3,$0,1,1,1,"$70,533",0
4508,15587690,Madueke,592,France,Male,28,2,"$116,498",1,1,0,"$144,290",0
4509,15627630,Chiagoziem,599,France,Female,41,1,$0,2,1,0,"$96,070",0
4510,15610930,Kwemto,572,Germany,Female,35,1,"$139,979",1,1,0,"$185,663",0
4511,15657747,Zito,611,Germany,Female,43,9,"$127,216",2,0,1,"$17,913",0
4512,15568006,Ukaegbunam,634,France,Female,45,2,$0,4,1,0,"$101,040",1
4513,15751748,Trevisani,666,France,Male,51,2,"$148,223",1,0,0,"$156,954",1
4514,15722212,Edmondstone,696,France,Female,41,8,$0,2,0,0,"$28,277",0
4515,15658670,Chien,669,France,Female,38,8,$0,2,1,0,"$84,049",0
4516,15761654,Boni,726,Spain,Male,30,8,"$134,152",1,1,1,"$147,822",0
4517,15812210,Yashina,497,Germany,Female,32,8,"$111,537",4,1,1,"$9,498",1
4518,15787051,Georg,750,Spain,Female,39,7,"$119,566",1,1,0,"$87,068",0
4519,15642991,Tung,850,Spain,Female,29,7,$0,2,1,0,"$23,237",0
4520,15713769,Michelides,617,Spain,Male,38,7,$0,1,1,1,"$27,239",0
4521,15605826,Korovina,652,Germany,Male,46,10,"$121,064",3,1,0,"$151,482",1
4522,15648898,Chuang,560,Spain,Female,27,7,"$124,996",1,1,1,"$114,670",0
4523,15705309,Yuriev,629,Spain,Male,39,5,$0,2,0,0,"$116,748",0
4524,15734202,Chidimma,660,Germany,Female,52,4,"$86,892",1,1,0,"$90,878",0
4525,15658852,Stevens,676,France,Male,38,8,$0,2,1,1,"$133,693",0
4526,15612633,Kao,581,Spain,Male,43,9,"$78,023",1,0,1,"$30,663",0
4527,15604818,Edmund la Touche,798,France,Male,34,9,"$154,496",1,1,0,"$191,396",0
4528,15593900,Belousov,705,France,Male,38,1,"$189,444",1,0,1,"$106,649",0
4529,15624995,McCane,714,Spain,Female,31,6,"$152,927",1,1,1,"$50,900",0
4530,15570087,Parry-Okeden,664,France,Female,44,8,"$142,990",1,1,1,"$115,453",1
4531,15802617,Hudson,697,Germany,Male,43,7,"$115,372",2,1,0,"$64,139",0
4532,15656029,Marsden,609,France,Male,37,6,$0,2,0,1,"$22,031",0
4533,15739194,Manfrin,548,Spain,Male,38,0,"$178,057",2,1,0,"$38,435",0
4534,15607275,Ch'ang,850,Spain,Male,39,6,"$206,015",2,0,1,"$42,775",1
4535,15629475,Clark,656,France,Male,41,2,$0,2,1,0,"$158,974",0
4536,15635034,Aldrich,727,Germany,Male,37,9,"$101,192",1,1,1,"$34,551",1
4537,15756333,Khan,642,France,Female,55,7,$0,2,1,1,"$101,516",0
4538,15777436,Murray,710,Spain,Female,31,5,$0,2,1,0,"$9,562",0
4539,15676835,Anayolisa,710,Spain,Male,33,1,$0,2,1,0,"$168,313",0
4540,15574206,Shillito,718,France,Female,37,7,$0,2,1,1,"$55,100",0
4541,15613017,McMillan,586,Germany,Male,32,1,"$149,815",1,1,0,"$31,830",0
4542,15815131,Howells,617,Spain,Female,36,7,"$115,617",1,1,1,"$71,519",0
4543,15585455,Stewart,630,France,Male,28,9,$0,2,0,0,"$32,599",0
4544,15692929,Ikechukwu,791,Germany,Female,42,10,"$113,657",2,0,1,"$139,947",1
4545,15758081,Repina,673,Spain,Male,39,8,"$138,160",1,1,1,"$110,469",0
4546,15667476,Cox,477,Germany,Female,36,3,"$117,701",1,0,0,"$74,042",0
4547,15738248,Lo,662,France,Female,37,5,$0,2,1,0,"$151,872",0
4548,15672152,Grant,850,Germany,Male,37,9,"$122,506",1,0,1,"$199,694",1
4549,15673372,Stevenson,635,France,Female,58,1,$0,1,1,1,"$58,907",1
4550,15587611,Kauffmann,537,France,Male,59,9,$0,2,0,0,"$103,800",1
4551,15803415,Samsonova,579,France,Female,39,3,"$166,501",2,1,0,"$93,836",0
4552,15715673,Niu,651,Spain,Female,46,4,"$89,743",1,1,0,"$156,426",1
4553,15655648,Bock,610,France,Female,25,2,$0,2,1,0,"$123,724",0
4554,15763613,Barlow,581,France,Male,30,1,$0,2,1,0,"$199,464",0
4555,15660385,Stevenson,592,France,Male,39,7,$0,2,1,0,"$83,084",0
4556,15733261,Kung,688,Spain,Female,35,6,$0,1,1,0,"$25,488",1
4557,15796231,Nwankwo,681,France,Female,18,1,"$98,894",1,1,1,"$9,596",0
4558,15624866,Brewer,658,Germany,Male,37,3,"$168,736",2,0,0,"$70,370",0
4559,15623730,Ch'iu,792,France,Male,34,1,$0,1,0,1,"$86,330",0
4560,15668248,Quinn,528,Germany,Female,62,7,"$133,201",1,0,0,"$168,508",1
4561,15694518,Kodilinyechukwu,624,Spain,Female,36,0,$0,2,1,0,"$111,606",0
4562,15638028,Ifeanyichukwu,562,Germany,Male,31,4,"$127,237",2,0,1,"$143,317",0
4563,15795895,Yermakova,678,Germany,Male,36,1,"$117,865",2,1,0,"$27,619",0
4564,15694376,Sullivan,705,Germany,Female,64,3,"$153,469",3,0,0,"$146,574",1
4565,15669204,Grant,650,Germany,Male,23,4,"$93,911",2,1,0,"$69,055",0
4566,15773779,Jacka,593,Spain,Female,46,2,"$76,598",1,1,1,"$54,454",0
4567,15580682,Tsai,652,France,Female,40,4,"$79,927",2,1,1,"$33,525",0
4568,15768530,Emery,554,Spain,Female,27,4,$0,2,1,1,"$135,084",0
4569,15672875,Piccio,584,Germany,Male,32,8,"$40,173",1,1,1,"$137,439",0
4570,15617082,Sanders,516,France,Male,33,7,"$115,196",1,1,1,"$11,206",0
4571,15760514,Sharp,789,Germany,Female,43,9,"$116,644",2,1,1,"$60,176",0
4572,15761775,Myers,598,Germany,Male,20,8,"$180,294",2,1,1,"$29,553",0
4573,15799964,Campbell,669,Germany,Female,30,7,"$139,873",1,1,0,"$188,796",0
4574,15693906,Abbott,645,France,Female,24,3,"$34,548",1,1,1,"$11,638",0
4575,15739514,Preston,659,France,Female,32,9,$0,2,1,1,"$93,156",0
4576,15756926,Atherton,833,Germany,Male,29,1,"$96,462",2,0,1,"$48,986",0
4577,15770984,Fanucci,697,Spain,Female,40,7,"$130,334",2,0,1,"$116,951",0
4578,15703979,Evans,580,Germany,Male,39,3,"$119,689",1,1,0,"$137,041",0
4579,15801821,Cookson,691,France,Male,38,1,$0,2,0,0,"$44,654",0
4580,15711028,Nnachetam,534,France,Male,52,1,$0,3,1,1,"$104,035",1
4581,15791842,Johnstone,478,France,Female,32,6,"$71,187",1,1,1,"$110,594",0
4582,15746127,Hort,572,France,Female,47,2,$0,2,1,0,"$36,100",0
4583,15663625,Johnson,501,France,Male,37,4,$0,2,0,0,"$12,470",0
4584,15604891,Zaytseva,624,Spain,Female,38,8,$0,2,1,0,"$95,403",0
4585,15589666,Sorokina,595,France,Female,39,9,"$136,422",1,1,1,"$151,758",0
4586,15627881,Diehl,603,France,Male,30,8,$0,2,1,1,"$47,536",0
4587,15664895,Onuchukwu,602,France,Female,25,0,$0,2,1,1,"$101,274",0
4588,15676094,Osonduagwuike,500,France,Female,34,6,$0,1,1,1,"$140,268",0
4589,15761720,Mead,422,France,Male,41,6,"$153,239",1,1,0,"$11,663",0
4590,15611961,Stewart,615,France,Male,35,7,$0,2,1,0,"$150,784",0
4591,15680167,Thomson,635,France,Female,78,6,"$47,536",1,1,1,"$119,400",0
4592,15762543,Goliwe,711,France,Female,32,1,$0,2,1,0,"$126,188",0
4593,15658475,Lori,834,France,Male,36,8,"$142,882",1,1,0,"$89,983",1
4594,15779743,Onwuamaeze,633,France,Female,44,7,$0,2,1,0,"$29,761",0
4595,15661532,Butusov,650,France,Female,31,1,"$160,566",2,0,0,"$27,074",0
4596,15782360,Rogers,743,Germany,Male,65,2,"$131,936",1,1,1,"$96,400",1
4597,15767908,Nicholson,567,France,Male,38,6,"$127,679",2,0,0,"$45,423",0
4598,15677105,Rossi,706,Germany,Female,46,4,"$105,215",1,1,0,"$108,700",1
4599,15641474,Hall,638,France,Male,46,9,"$139,860",1,1,0,"$38,967",0
4600,15624451,Huddart,641,France,Female,38,3,$0,2,1,0,"$116,466",0
4601,15577985,Chinomso,574,France,Female,34,5,"$112,324",2,1,1,"$17,993",0
4602,15571666,Shaw,642,Germany,Male,30,8,"$134,497",1,0,0,"$43,251",0
4603,15783691,Hargreaves,722,Spain,Female,35,1,"$120,172",1,1,0,"$125,241",0
4604,15671172,Swain,623,France,Male,23,1,"$106,012",2,0,1,"$191,416",0
4605,15731760,Butcher,681,France,Male,25,5,$0,1,0,1,"$90,861",0
4606,15585599,Stone,530,France,Female,34,8,$0,2,0,1,"$141,873",0
4607,15784958,Allan,797,France,Female,55,10,$0,4,1,1,"$49,419",1
4608,15734524,Wang,653,France,Male,51,3,$0,1,1,0,"$170,427",1
4609,15614103,Colombo,850,Germany,Male,42,8,"$119,840",1,0,1,"$51,016",1
4610,15794895,McKay,581,Spain,Male,34,1,$0,2,0,1,"$81,175",0
4611,15772381,Brient,589,Germany,Male,38,8,"$92,219",1,1,0,"$99,107",0
4612,15710553,Yin,555,Germany,Male,48,3,"$142,055",2,0,1,"$79,135",0
4613,15649292,Bellucci,748,France,Female,49,7,"$29,602",1,0,0,"$163,551",1
4614,15792565,Duncan,745,France,Female,46,7,$0,2,1,1,"$67,770",0
4615,15718245,Pirozzi,730,France,Male,34,1,$0,2,1,1,"$126,592",0
4616,15703117,Findlay,565,France,Female,44,1,$0,2,0,1,"$89,603",0
4617,15758136,King,778,France,Male,37,3,"$141,804",1,0,1,"$179,422",0
4618,15799932,Iweobiegbunam,812,France,Male,24,10,$0,2,1,1,"$156,906",0
4619,15633516,Tucker,526,France,Male,42,1,$0,1,0,1,"$168,486",0
4620,15622532,Izmailova,708,France,Female,47,0,"$126,589",2,0,1,"$132,730",1
4621,15798960,Meng,680,France,Male,33,2,"$108,393",1,0,1,"$39,058",0
4622,15698664,Liang,567,Spain,Male,43,2,"$115,644",2,0,0,"$174,606",0
4623,15703614,Hutchinson,564,Spain,Male,48,5,"$132,876",1,1,0,"$79,260",0
4624,15699195,Shen,709,France,Female,24,3,"$110,949",1,1,1,"$168,516",0
4625,15710543,Okwuoma,629,France,Male,46,1,"$130,666",1,1,1,"$161,126",1
4626,15695499,Chinwemma,510,France,Female,45,10,"$103,821",2,0,1,"$77,879",0
4627,15622321,Golubova,506,France,Female,32,3,$0,1,1,1,"$80,823",0
4628,15715744,Schiavone,605,France,Male,39,7,$0,1,0,1,"$119,348",0
4629,15788151,Moore,650,Spain,Male,32,1,"$132,188",2,1,1,"$178,331",0
4630,15687153,Graham,850,Germany,Male,49,8,"$98,650",1,1,0,"$119,175",1
4631,15684958,Amadi,489,Germany,Male,38,2,"$126,444",2,1,1,"$82,663",0
4632,15706116,McKay,659,Germany,Female,30,8,"$154,160",1,1,0,"$40,441",0
4633,15740557,Fedorova,753,France,Female,43,5,$0,2,1,0,"$109,882",0
4634,15707291,Percy,477,Germany,Male,48,8,"$129,250",2,1,1,"$157,937",0
4635,15583353,Floyd,610,Spain,Female,45,3,$0,1,1,0,"$38,277",1
4636,15761024,Long,619,France,Female,33,2,"$167,734",2,1,1,"$65,222",0
4637,15630709,Castiglione,619,Germany,Female,31,2,"$56,116",2,0,0,"$2,182",0
4638,15639590,Melendez,758,France,Female,30,3,"$141,581",1,1,0,"$156,249",0
4639,15659399,Mazzi,516,Germany,Male,50,7,"$139,675",2,1,0,"$45,591",0
4640,15567078,Kovaleva,789,France,Female,27,8,"$66,202",1,1,1,"$79,458",0
4641,15696373,Gill,687,France,Female,44,9,$0,2,0,0,"$103,042",1
4642,15786617,Arcuri,485,Germany,Male,34,3,"$133,658",1,1,0,"$70,210",0
4643,15657449,Chukwuma,446,Germany,Male,25,3,"$136,203",1,1,0,"$176,744",0
4644,15672594,Stevenson,597,France,Female,60,0,"$131,778",1,0,0,"$10,704",1
4645,15714240,Ponomarev,712,Spain,Male,74,5,$0,2,0,0,"$151,426",0
4646,15782144,Gilroy,522,France,Female,34,3,$0,2,1,1,"$3,894",0
4647,15665008,Sidorov,805,Germany,Female,26,8,"$42,713",2,1,1,"$28,862",0
4648,15581733,Bates,781,France,Female,28,4,$0,2,1,0,"$177,703",0
4649,15751392,Fanucci,689,Spain,Female,57,4,$0,2,1,0,"$136,650",1
